generation,averageAntagonist,averageProtagonist,topAntagonist,topProtagonist,antagonistStrategies,topProtagonistStrategies,topAntagonistDominantStrategy,topProtagonistDominantStrategy,topAntagonistBirthGen,topProtagonistBirthGen,topAntagonistDelta,topProtagonistDelta,topAntagonistEquation,topProtagonistEquation,spec,runNumber
33,-0.9729963508133281,0.22122559268783643,-0.9417399907516728,0.3164831010207706,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,32,32,35315.5,35315.5,(((3)*((6)*((4)+((7)/(6)))))*((x)*((8)*(9)))),((((((x)/(0))*((9)-((1)*(((3)*(3))+(9)))))+((1)-(x)))+(x))+(x)),5*x*x*x,1
34,-0.9733092774982482,0.20673886761749807,-0.9251944858497861,0.32718326965499495,StrategySkipD|StrategyAddXD|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategyAddTreeWithMult,StrategyAddToLeafR,32,30,65692.99999999999,65692.99999999999,(((((5)*(((8)/(6))*(4)))*(((9)*(8))*(7)))*(5))+(x)),((((((9)+(x))*(((9)-(8))+(6)))/((6)*((8)/(0))))+(x))+(x)),5*x*x*x,1
35,-0.972861416912633,0.24201138558130325,-0.9494415415190869,0.459426649167722,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyMutateTerminalR,StrategySkipD,StrategyMutateTerminalR,34,34,23578,23578,((((6)+(8))*(((8)*(4))*((8)*(7))))+((5)/(2))),(((((((6)*((7)/(5)))*((9)+((8)*(6))))/((7)-(7)))+((6)+(9)))+(x))+(x)),5*x*x*x,1
36,-0.9698686109708777,0.22296894004650944,-0.8888264497402663,0.3592019230395146,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyAddXD,34,35,201239.5,201239.5,((((8)*((8)*(8)))*(x))*((((9)/(7))+(9))*(7))),(((((0)-(((0)/(0))*(6)))/((3)+(8)))+((7)+(5)))+((6)-(9))),5*x*x*x,1
37,-0.974843859194215,0.20555276870523734,-0.9595274569067296,0.3103865167316158,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyMutateTerminalR,StrategyMutateTerminalR,StrategyAddTreeWithAdd,35,36,26837.5,26837.5,((((5)/(8))*((7)*(9)))*((((7)+(3))*(8))*(9))),((((((8)*(6))-(((0)/(0))*((8)*(2))))/((5)-(((7)-(6))*((3)+(0)))))+(x))+(x)),5*x*x*x,1
38,-0.9758447846172768,0.20340320560151487,-0.9646700975993705,0.3079434172420496,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyAddRandomSubTreeR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,37,37,14161.1,14161.1,(((9)*((6)*(9)))*(((4)-(((1)/(2))+(x)))*(9))),(((((((8)-(4))/(2))/((((0)-(0))*(7))*(3)))*((4)+((7)-(0))))+(x))+(x)),5*x*x*x,1
39,-0.9773756753837073,0.2097442609738188,-0.9709470882526563,0.3441369510947442,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyAddTreeWithAdd|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,38,38,5241,5241,((((7)*(9))*((8)*(((7)*(2))-((x)/(9)))))+(x)),(((((((1)+(6))/(8))*((8)*(8)))-((3)*((4)+((3)/(0)))))+(x))+((3)*(8))),5*x*x*x,1
40,-0.9761073681903815,0.20077033115363085,-0.9669587094647776,0.2993187155073279,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyMutateTerminalR,StrategySkipD,StrategyReplaceBranchR,39,38,13240.333333333334,13240.333333333334,(((((8)*(x))*((8)*(5)))*(((2)/(6))-(7)))+(x)),(((((((5)+(1))*(6))/((0)+(0)))*((3)*(((6)+(x))*(x))))+(x))+(8)),5*x*x*x,1
41,-0.9755401960596222,0.2061479727872113,-0.9590548313000131,0.33392922012290416,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyReplaceBranchR|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyReplaceBranchR,40,40,22793,22793,((((9)*(((5)/(3))*(5)))*((9)*((4)*(9))))+(x)),((((((7)/(x))/((3)*(0)))-((3)+((0)+(1))))+((5)+(3)))+((3)+(4))),5*x*x*x,1
42,-0.9734329470857904,0.20959387388163025,-0.9286375687327387,0.3375124944316181,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyDivXD,StrategyAddTreeWithMult,StrategyAddXD,41,41,61997,61997,(((((7)*((4)/(2)))*((9)*(7)))*((9)*(8)))+(x)),(((((((4)*(5))-(1))*((6)/(0)))*(((4)+(9))*((0)+((6)-(4)))))+((9)-(4)))+(x)),5*x*x*x,1
43,-0.9763149337596746,0.20566675834429696,-0.9660672117276661,0.3361017637903784,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategyAddTreeWithMult,StrategyReplaceBranchR,42,42,13580.5,13580.5,(((((6)*(7))+(x))*((8)*((x)*(7))))+((5)/(5))),((((((7)-(0))/((5)+(x)))*((9)+(x)))+(((6)*(8))/(0)))+(x)),5*x*x*x,1
44,-0.9738031394923261,0.18399923196836854,-0.9618783291683066,0.3246967829093816,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategyAddTreeWithMult,StrategyReplaceBranchR,43,43,13523,13523,((((4)-((8)*(7)))*(((7)*(6))*(x)))+((6)/(4))),((((((0)*(4))/((0)*(9)))*((x)*(3)))+(((9)/((8)+(x)))+(7)))+(x)),5*x*x*x,1
45,-0.9752835143775418,0.2055138807073129,-0.9620693510428964,0.36865037593735683,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchXR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,44,42,17640.299999999996,17640.299999999996,((((0)-(9))*((8)*(((7)*(4))*(8))))+((1)/(5))),(((((2)*(5))+(6))+(((8)/(0))*(x)))+(x)),5*x*x*x,1
46,-0.9746113353158206,0.20159192965969402,-0.9495113375967466,0.30393048447247917,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyAddXD,45,44,34133,34133,((((5)*(((x)*((9)/(2)))*(6)))*((6)*(8)))+(x)),((((((9)*(6))*((3)+((3)-(x))))*((9)*((7)+(((8)-(4))/(0)))))+((6)-(8)))+(x)),5*x*x*x,1
47,-0.972717658728973,0.19315401854623113,-0.9048527851330481,0.3185893654707705,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategyAddTreeWithMult,StrategyReplaceBranchR,46,46,107388,107388,(((((9)*(x))*((5)*(x)))*((8)*(x)))+((2)/(4))),((((((5)+(((1)-(7))+(8)))/((0)-((0)*(1))))*(((3)+(x))*((x)+(x))))+(x))+(x)),5*x*x*x,1
48,-0.9727546526537522,0.20482826052423428,-0.9234747307609916,0.30661257068718434,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyMutateTerminalR,StrategyMutateTerminalR,StrategyReplaceBranchR,47,47,66248.5,66248.5,((((8)*(x))*((x)*(((7)*(4))*(x))))+((5)/(5))),((((((5)-(5))*((5)-(8)))/((0)*(((9)+(x))*((0)*(6)))))+(8))+(x)),5*x*x*x,1
49,-0.976685667420963,0.21893860409606325,-0.9680264552013641,0.34871485868714536,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyAddToLeafR,StrategySkipD,StrategyAddToLeafR,48,48,14529.5,14529.5,((((9)*(1))*((x)*(((6)*(9))*(6))))+((4)/(1))),((((((4)+(1))-(((2)-((6)-(5)))/(8)))*((1)*((8)*(((9)/(0))+(0)))))+((3)+(3)))+(x)),5*x*x*x,1
50,-0.9763312835448641,0.2255239800320965,-0.9680264552013641,0.33658999836375775,StrategySkipD|StrategyMutateTerminalR|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyAddXD|StrategyAddTreeWithDiv|StrategySkipD,StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategySkipD|StrategyAddXD|StrategyAddToLeafR|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddXD|StrategyReplaceBranchR|StrategyMutateTerminalR,StrategyAddTreeWithMult,StrategyAddXD,49,49,14529.5,14529.5,((((9)*(1))*((x)*(6)))*((9)*((6)+((4)/(1))))),((((1)-(3))-((x)/((0)*(9))))*(((3)/(x))+((8)+((x)+(x))))),5*x*x*x,1
1,-0.8699902014075057,0.17044103722662612,-0.28679704321723115,0.3417898507069156,StrategyAddXD|StrategyDivXD|StrategySkipD|StrategySkipD|StrategyMultXD|StrategySkipD|StrategyAddTreeWithMult|StrategySubXD|StrategyMultXD|StrategyAddTreeWithAdd,StrategyAddXD|StrategyReplaceBranchXR|StrategyAddToLeafR|StrategySkipD|StrategyAddXD|StrategySubXD|StrategyMutateTerminalR|StrategyAddXD|StrategyAddXD|StrategySkipD,StrategySkipD,StrategyAddXD,0,0,225052.3,225052.3,(((((((((7)*(8))*(x))*((x)*((5)+(x))))+(x))/(x))*(x))-(x))*(x)),(((((((((x)-(x))/((3)*((0)*(x))))*(((x)+((0)-(0)))+((x)*((x)-(x)))))+(x))+(x))-(x))+(x))+(x)),5*x*x*x,2
2,-0.9367158356844326,0.16773044417797842,-0.7523717094250288,0.379780724843137,StrategyAddXD|StrategyDivXD|StrategySkipD|StrategySkipD|StrategyMultXD|StrategyMutateNonTerminalR|StrategyAddTreeWithDiv|StrategyReplaceBranchR|StrategyMultXD|StrategyAddRandomSubTreeR,StrategyDivXD|StrategyDivXD|StrategyMutateTerminalR|StrategyAddToLeafR|StrategyAddTreeWithMult|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategySubXD|StrategyAddRandomSubTreeR|StrategySkipD,StrategySkipD,StrategyDivXD,1,1,2736266.5,2736266.5,(((((((5)*(x))*((x)*((6)*(6))))+(x))*((6)-(0)))*(x))*(x)),(((((((5)*((5)-(6)))-((5)*((7)/(5))))/(((x)-(x))*(((8)-((0)*(2)))+((x)-(x)))))/(x))/((9)-(5)))-(x)),5*x*x*x,2
3,-0.9143351200763213,0.17646636280531736,-0.513502858215048,0.46992893868614133,StrategyMultXD|StrategyMutateTerminalR|StrategyAddXD|StrategyMultXD|StrategyMutateNonTerminalR|StrategyMultXD|StrategyAddTreeWithSub|StrategyAddXD|StrategyMutateNonTerminalR|StrategySubXD,StrategyAddTreeWithSub|StrategyAddTreeWithDiv|StrategyAddTreeWithMult|StrategyDivXD|StrategyAddXD|StrategyAddTreeWithMult|StrategyMutateTerminalR|StrategyAddTreeWithSub|StrategyMultXD|StrategyDivXD,StrategyMultXD,StrategyAddTreeWithSub,2,2,1025079,1025079,(((((((((5)*(x))*((x)*((9)*(9))))+(x))+(x))*(x))*(x))+(x))-(x)),((((((((5)*((1)*(x)))/((6)+((8)*(((7)*(6))-(3)))))*(((4)*(7))/(((((6)-(8))*(0))/(0))/((8)/((4)-(x))))))/(x))+(x))*(x))/(x)),5*x*x*x,2
4,-0.9585669038893387,0.1960730534193445,-0.8452713076578595,0.411944351523897,StrategyAddXD|StrategySkipD|StrategyAddRandomSubTreeR|StrategyReplaceBranchR|StrategyAddTreeWithMult|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyAddXD|StrategyMutateNonTerminalR|StrategySubXD,StrategyReplaceBranchXR|StrategyReplaceBranchXR|StrategyAddTreeWithAdd|StrategyReplaceBranchR|StrategyReplaceBranchR|StrategySkipD|StrategySkipD|StrategySkipD|StrategyAddTreeWithDiv|StrategyAddXD,StrategyAddXD,StrategySkipD,3,3,307037.5,307037.5,((((((5)*((2)*((9)+(8))))*((x)*(x)))*((6)*(x)))+(x))-(x)),(((((4)+(8))+(((5)*(7))/((9)*(4))))*(((x)*(0))/((9)-(9))))-(x)),5*x*x*x,2
5,-0.9339347301912373,0.24094122756552525,-0.8154544230234799,0.46235916550797074,StrategyMutateTerminalR|StrategyDivXD|StrategyAddTreeWithAdd|StrategyAddXD|StrategyMultXD|StrategySkipD|StrategyMultXD|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategySubXD,StrategySkipD|StrategyReplaceBranchXR|StrategyAddTreeWithAdd|StrategyDivXD|StrategyAddXD|StrategyReplaceBranchXR|StrategyReplaceBranchR|StrategyReplaceBranchXR|StrategyAddTreeWithDiv|StrategyAddToLeafR,StrategyMultXD,StrategyReplaceBranchXR,3,4,100244.83333333334,100244.83333333334,((((((((5)*(4))*((x)*((3)+(4))))/((6)/((x)+(6))))+(x))*(x))*(x))-(x)),(((0)/(0))*((6)*(7))),5*x*x*x,2
6,-0.9150723844800595,0.24504002404337885,-0.15412910600504642,0.5452732150932157,StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyAddTreeWithAdd|StrategyAddXD|StrategySkipD|StrategySkipD|StrategyMultXD|StrategyAddRandomSubTreeR|StrategyAddXD|StrategySubXD,StrategyAddTreeWithSub|StrategyAddTreeWithDiv|StrategyAddTreeWithMult|StrategySkipD|StrategyMultXD|StrategySkipD|StrategySkipD|StrategySkipD|StrategyMultXD|StrategyDivXD,StrategyAddXD,StrategySkipD,5,5,1645435,1645435,((((((((5)*(((6)+(4))*((6)+(7))))*((x)*(x)))+(x))*(x))*(x))+(x))-(x)),((((((x)-((2)*(6)))+((((0)-(x))*((1)-((5)*(7))))*((1)/(0))))*(((x)+((4)/(x)))*((x)*((x)+((x)-(x))))))*(x))/(x)),5*x*x*x,2
7,-0.923753348851573,0.22890381043305102,-0.7794057121792075,0.5854561520268401,StrategyMutateNonTerminalR|StrategyAddXD|StrategyAddTreeWithAdd|StrategyAddXD|StrategyMultXD|StrategySkipD|StrategyMultXD|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategySubXD,StrategyAddTreeWithSub|StrategyAddTreeWithDiv|StrategyAddTreeWithMult|StrategySkipD|StrategyReplaceBranchR|StrategySkipD|StrategySkipD|StrategySkipD|StrategyMultXD|StrategyDivXD,StrategyAddXD,StrategySkipD,4,6,136602.4,136602.4,(((((((((7)*(9))-(x))*((x)*(x)))+(x))+(x))*(x))*(x))-(x)),((((((0)/(0))*(((8)*(0))+(((1)-(2))*(0))))*(((x)+(9))/((2)+(7))))*(x))/(x)),5*x*x*x,2
8,-0.897073167464826,0.1925751141072699,-0.6298121463767512,0.4413763831761003,StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyDivXD|StrategyAddTreeWithAdd|StrategyMultXD|StrategyMutateTerminalR|StrategyMultXD|StrategyAddRandomSubTreeR|StrategyAddXD|StrategySubXD,StrategyReplaceBranchXR|StrategyReplaceBranchXR|StrategyAddTreeWithAdd|StrategySkipD|StrategyMultXD|StrategySkipD|StrategySkipD|StrategySkipD|StrategyAddRandomSubTreeR|StrategySkipD,StrategyMultXD,StrategySkipD,6,7,180063.125,180063.125,(((((((((5)+(9))*(x))*(((7)*((7)/(4)))*(x)))/(2))*((1)+(6)))*(x))+(x))-(x)),(((((1)*((6)*(2)))*(((1)-(0))-(1)))*(((0)*((x)+(7)))/((2)/((0)/((x)-(x))))))*(x)),5*x*x*x,2
9,-0.8921963653870393,0.20169788743814573,-0.21383944504046296,0.49827883799786055,StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyAddTreeWithAdd|StrategyAddTreeWithAdd|StrategyMultXD|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategyAddTreeWithAdd,StrategySkipD|StrategySkipD|StrategyReplaceBranchR|StrategyReplaceBranchR|StrategySkipD|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategySubXD|StrategyMultXD|StrategyAddTreeWithAdd,StrategyAddTreeWithAdd,StrategySkipD,8,6,2202458.5,2202458.5,((((((6)*(7))+((1)*(5)))*((6)+(1)))*((x)*(((x)+((8)+(9)))*(7))))*(x)),((((((2)+((0)-(0)))/((3)+(0)))*((x)+((8)/((x)-(x)))))-(x))*((8)+(6))),5*x*x*x,2
10,-0.9487353679902887,0.2109116463460087,-0.7913941301273593,0.3518019242769509,StrategyAddTreeWithDiv|StrategyAddTreeWithAdd|StrategyAddXD|StrategyMultXD|StrategyAddTreeWithSub|StrategyMutateNonTerminalR|StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategySubXD,StrategySkipD|StrategySkipD|StrategyAddToLeafR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyReplaceBranchXR|StrategySkipD|StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithAdd,StrategyAddTreeWithDiv,StrategySkipD,9,8,251812,251812,((((((5)*(x))*((x)*((4)*(5))))*(x))*(x))-(x)),((((1)/((4)*(0)))/((((4)+(9))+(4))*((x)+(1))))+((((4)-(9))/(x))+((7)-((2)*(((3)-(5))-(x)))))),5*x*x*x,2
11,-0.9352238479464188,0.1894744199607676,-0.7114051424012133,0.5832013190593662,StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyAddTreeWithAdd|StrategyAddTreeWithAdd|StrategyMultXD|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategySubXD,StrategySkipD|StrategySkipD|StrategyAddToLeafR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyAddTreeWithSub|StrategyAddTreeWithAdd|StrategyMutateNonTerminalR|StrategyMultXD|StrategyDivXD,StrategyAddTreeWithDiv,StrategySkipD,10,10,216777,216777,(((((5)*((9)/(3)))*((((6)*(7))*(9))*(x)))*(x))-(x)),((((((5)*((x)-(1)))*(((9)*(3))*((9)/((0)-(1)))))+(((5)+(2))*(((7)-(2))/(((1)-((0)+(8)))*((x)-(x))))))*(x))/(x)),5*x*x*x,2
12,-0.9272216168878693,0.1687288218140611,-0.7212227192715225,0.29492094576595346,StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyAddXD|StrategyMultXD|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddTreeWithMult|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategySubXD,StrategySkipD|StrategySkipD|StrategyReplaceBranchR|StrategyReplaceBranchR|StrategySkipD|StrategyReplaceBranchXR|StrategySkipD|StrategyMutateNonTerminalR|StrategyMultXD|StrategyDivXD,StrategyAddTreeWithMult,StrategySkipD,11,11,181049.1375,181049.1375,(((((((x)*(7))*(((x)/(8))*(9)))*(((0)-(9))*(x)))+(3))*(x))-(x)),((((((4)-(3))*((3)/((0)*(4))))*((x)/((x)+(8))))*(x))/(x)),5*x*x*x,2
13,-0.9491854948196139,0.11628636802924748,-0.8285886452193141,0.21416270566640097,StrategyAddTreeWithMult|StrategyAddTreeWithAdd|StrategyAddXD|StrategyMultXD|StrategyAddTreeWithSub|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategySubXD,StrategySkipD|StrategySkipD|StrategyAddToLeafR|StrategyReplaceBranchR|StrategySkipD|StrategyReplaceBranchXR|StrategySkipD|StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithAdd,StrategyAddTreeWithDiv,StrategySkipD,12,11,363315.7,363315.7,((((((((6)*(3))*(8))*(x))*((x)*(x)))+(x))*(x))-(x)),((((x)-((9)+(4)))/((0)+((5)*(0))))*((4)+(x))),5*x*x*x,2
14,-0.9300761920607125,0.1292761333032096,-0.8061542163200176,0.2774669421487604,StrategyAddTreeWithDiv|StrategyAddTreeWithAdd|StrategyAddXD|StrategyMultXD|StrategySkipD|StrategyMutateTerminalR|StrategyAddTreeWithDiv|StrategyAddTreeWithDiv|StrategyAddRandomSubTreeR|StrategySubXD,StrategyReplaceBranchXR|StrategySkipD|StrategyReplaceBranchR|StrategyAddTreeWithSub|StrategyReplaceBranchXR|StrategyReplaceBranchXR|StrategySkipD|StrategyMutateNonTerminalR|StrategyReplaceBranchR|StrategyAddTreeWithAdd,StrategyAddTreeWithDiv,StrategyReplaceBranchXR,13,13,1544874.1,1544874.1,((((((((6)/((1)/((x)*(8))))/(1))*(x))*((x)*((x)+(4))))+(7))*(x))-(x)),(((2)+(9))*((((2)+(9))-(7))+(((x)-(0))*((x)/((x)*(0)))))),5*x*x*x,2
